Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.73,123.86,1.77,49.79
6.80,130.20,1.59,57.92
7.83,127.61,1.71,46.81
8.77,117.61,2.73,60.70
9.73,125.71,1.84,54.27
10.73,124.38,1.32,50.38
11.73,119.26,1.24,53.64
12.73,107.17,1.38,58.56
13.77,116.13,1.32,54.11
14.83,109.95,1.46,53.17
15.87,108.73,2.65,76.06
16.83,112.29,2.12,64.10
17.87,108.61,3.03,55.43
18.80,116.14,3.92,58.68
19.80,116.40,2.69,55.41
20.83,112.25,1.82,60.68
21.83,112.32,1.52,62.70
22.83,112.26,1.88,61.33
23.90,114.22,2.91,80.80
24.93,110.63,1.23,64.71
25.97,110.40,2.70,52.80
26.97,111.03,2.68,63.89
28.00,115.79,1.57,65.02
29.07,114.97,1.58,59.99
30.07,115.14,1.22,60.28
31.10,114.22,0.96,61.25
32.13,111.93,1.27,69.34
33.17,108.75,1.39,71.59
34.17,108.21,1.10,67.42
35.23,107.16,1.72,61.20
36.27,106.49,1.74,60.96
37.30,107.18,1.23,60.44
