Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,104.15,1.77,49.79
5.37,118.90,1.59,57.92
6.37,111.11,1.71,46.81
7.41,116.13,2.73,60.70
8.44,112.31,1.84,54.27
9.48,119.88,1.32,50.38
10.54,116.60,1.24,53.64
11.58,119.51,1.38,58.56
12.61,118.10,1.32,54.11
13.65,115.70,1.46,53.17
14.71,113.91,2.65,76.06
15.72,114.95,2.12,64.10
16.72,117.36,3.03,55.43
17.72,119.19,3.92,58.68
18.72,116.70,2.69,55.41
19.72,114.06,1.82,60.68
20.72,112.84,1.52,62.70
21.72,116.20,1.88,61.33
22.76,104.24,2.91,80.80
23.76,111.14,1.23,64.71
24.76,116.91,2.70,52.80
25.83,116.12,2.68,63.89
26.86,115.32,1.57,65.02
27.86,113.90,1.58,59.99
28.86,115.39,1.22,60.28
29.86,116.12,0.96,61.25
30.86,112.81,1.27,69.34
31.90,113.96,1.39,71.59
32.90,114.59,1.10,67.42
33.90,112.00,1.72,61.20
34.90,109.63,1.74,60.96
35.90,109.29,1.23,60.44
36.90,110.43,1.91,64.29
