Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,86.83,1.77,49.79
4.84,81.27,1.59,57.92
5.84,103.75,1.71,46.81
6.84,97.39,2.73,60.70
7.91,98.10,1.84,54.27
8.94,104.50,1.32,50.38
9.98,102.48,1.24,53.64
11.01,108.84,1.38,58.56
12.08,94.84,1.32,54.11
13.11,101.54,1.46,53.17
14.15,110.09,2.65,76.06
15.18,104.41,2.12,64.10
16.25,109.24,3.03,55.43
17.28,106.61,3.92,58.68
18.32,112.54,2.69,55.41
19.32,99.46,1.82,60.68
20.32,105.57,1.52,62.70
21.32,107.13,1.88,61.33
22.39,103.23,2.91,80.80
23.42,86.02,1.23,64.71
24.46,104.53,2.70,52.80
25.49,90.69,2.68,63.89
26.56,93.88,1.57,65.02
27.59,93.04,1.58,59.99
28.63,89.72,1.22,60.28
29.66,89.17,0.96,61.25
30.73,90.20,1.27,69.34
31.77,91.93,1.39,71.59
32.80,93.24,1.10,67.42
33.80,91.17,1.72,61.20
34.83,93.53,1.74,60.96
35.84,97.22,1.23,60.44
