Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.74,1.77,49.79
5.21,99.90,1.59,57.92
6.17,105.97,1.71,46.81
7.17,95.91,2.73,60.70
8.17,104.25,1.84,54.27
9.14,105.33,1.32,50.38
10.11,112.16,1.24,53.64
11.08,117.82,1.38,58.56
12.08,114.70,1.32,54.11
13.05,116.53,1.46,53.17
14.05,114.78,2.65,76.06
15.05,111.30,2.12,64.10
16.02,114.28,3.03,55.43
17.02,114.79,3.92,58.68
17.98,108.98,2.69,55.41
18.99,108.05,1.82,60.68
19.95,108.86,1.52,62.70
20.95,107.85,1.88,61.33
21.96,102.73,2.91,80.80
22.96,109.99,1.23,64.71
23.89,105.15,2.70,52.80
24.82,106.37,2.68,63.89
25.86,103.54,1.57,65.02
26.89,104.31,1.58,59.99
27.89,103.92,1.22,60.28
28.90,102.32,0.96,61.25
29.90,104.18,1.27,69.34
30.90,106.18,1.39,71.59
31.90,102.62,1.10,67.42
32.90,99.91,1.72,61.20
33.90,100.95,1.74,60.96
34.93,101.39,1.23,60.44
35.94,99.62,1.91,64.29
36.94,101.39,2.61,50.79
37.94,99.44,1.01,46.16
38.94,100.34,1.32,49.36
