Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.67,115.48,1.77,49.79
6.71,112.29,1.59,57.92
7.71,112.70,1.71,46.81
8.74,111.34,2.73,60.70
9.78,106.93,1.84,54.27
10.84,102.99,1.32,50.38
11.88,108.95,1.24,53.64
12.91,113.02,1.38,58.56
13.95,113.22,1.32,54.11
14.98,110.57,1.46,53.17
16.02,90.32,2.65,76.06
17.05,98.51,2.12,64.10
18.08,108.29,3.03,55.43
19.15,99.02,3.92,58.68
20.19,109.39,2.69,55.41
21.19,106.27,1.82,60.68
22.22,101.92,1.52,62.70
23.26,110.58,1.88,61.33
24.32,105.11,2.91,80.80
25.36,110.33,1.23,64.71
26.39,108.87,2.70,52.80
27.43,111.06,2.68,63.89
28.50,109.25,1.57,65.02
29.53,111.78,1.58,59.99
30.56,110.94,1.22,60.28
31.60,107.44,0.96,61.25
32.67,109.90,1.27,69.34
33.70,111.98,1.39,71.59
34.73,111.35,1.10,67.42
35.77,109.64,1.72,61.20
36.84,108.97,1.74,60.96
37.87,110.17,1.23,60.44
