Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.64,135.35,1.77,49.79
4.84,116.96,1.59,57.92
5.04,126.63,1.71,46.81
5.21,130.49,2.73,60.70
5.41,129.69,1.84,54.27
5.64,124.55,1.32,50.38
5.84,109.92,1.24,53.64
6.07,125.37,1.38,58.56
6.24,126.23,1.32,54.11
6.44,119.25,1.46,53.17
6.64,119.88,2.65,76.06
6.84,118.56,2.12,64.10
7.01,120.49,3.03,55.43
7.17,119.89,3.92,58.68
7.34,121.09,2.69,55.41
7.54,121.09,1.82,60.68
7.77,119.34,1.52,62.70
7.94,119.95,1.88,61.33
8.11,118.27,2.91,80.80
8.34,121.40,1.23,64.71
8.51,121.40,2.70,52.80
8.71,119.88,2.68,63.89
8.91,120.34,1.57,65.02
9.08,121.28,1.58,59.99
9.28,121.28,1.22,60.28
9.44,120.81,0.96,61.25
9.68,118.06,1.27,69.34
9.88,119.56,1.39,71.59
10.04,116.96,1.10,67.42
10.21,117.37,1.72,61.20
10.41,117.37,1.74,60.96
10.58,116.04,1.23,60.44
10.78,113.40,1.91,64.29
10.94,114.17,2.61,50.79
11.11,112.49,1.01,46.16
11.31,109.66,1.32,49.36
11.54,105.55,1.35,54.53
11.71,113.16,1.62,46.03
11.91,112.50,1.09,41.52
12.08,112.83,1.42,48.62
12.28,112.50,0.86,43.89
12.48,112.91,1.74,44.53
12.65,111.06,0.89,46.86
12.85,111.98,1.68,46.15
13.01,111.36,1.70,51.44
13.21,112.39,1.22,57.09
13.41,111.24,1.89,45.93
13.65,112.39,1.72,45.24
13.81,112.39,1.24,45.58
14.01,110.67,1.05,44.96
14.21,112.39,1.27,52.38
14.45,110.30,1.60,49.53
14.65,109.49,1.27,50.80
14.85,112.30,2.28,46.45
15.08,112.56,1.56,54.91
15.35,112.48,1.33,55.83
15.58,109.71,1.07,53.10
16.08,109.46,1.82,67.62
17.08,108.53,3.01,56.48
18.08,108.36,1.87,52.82
19.09,105.34,0.96,52.74
20.12,105.78,1.05,50.59
21.12,105.66,0.77,50.05
22.12,102.70,1.28,50.54
23.12,102.75,0.60,52.11
24.16,101.06,1.55,58.59
25.16,99.62,1.99,54.27
26.23,104.17,1.28,56.07
27.26,103.10,1.06,56.45
28.29,97.93,0.82,58.21
29.30,101.08,1.17,65.05
30.30,102.99,1.88,71.03
31.36,102.58,2.23,61.56
32.37,101.51,3.15,51.77
33.40,97.03,2.34,51.07
34.40,99.28,1.22,54.88
35.40,101.47,0.85,63.92
36.40,101.40,1.15,68.37
37.47,102.82,1.01,61.24
38.51,100.81,1.23,55.47
