Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,96.10,1.77,49.79
4.87,92.22,1.59,57.92
5.91,110.38,1.71,46.81
6.94,116.05,2.73,60.70
7.94,102.52,1.84,54.27
8.94,105.17,1.32,50.38
9.98,103.38,1.24,53.64
11.01,99.26,1.38,58.56
12.01,99.27,1.32,54.11
13.01,97.66,1.46,53.17
14.01,95.17,2.65,76.06
15.05,94.73,2.12,64.10
16.05,96.01,3.03,55.43
17.05,92.41,3.92,58.68
18.05,89.09,2.69,55.41
19.05,86.47,1.82,60.68
20.05,90.44,1.52,62.70
21.05,90.07,1.88,61.33
22.06,89.88,2.91,80.80
23.06,89.68,1.23,64.71
24.06,87.34,2.70,52.80
25.09,87.09,2.68,63.89
26.09,88.15,1.57,65.02
27.13,89.87,1.58,59.99
28.13,88.02,1.22,60.28
29.13,86.80,0.96,61.25
30.13,87.56,1.27,69.34
31.13,86.58,1.39,71.59
32.17,86.92,1.10,67.42
33.17,94.52,1.72,61.20
34.17,92.68,1.74,60.96
35.17,92.92,1.23,60.44
36.17,93.02,1.91,64.29
37.17,92.86,2.61,50.79
