Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,100.72,1.77,49.79
5.31,107.36,1.59,57.92
6.31,104.45,1.71,46.81
7.31,104.55,2.73,60.70
8.34,101.26,1.84,54.27
9.38,84.62,1.32,50.38
10.38,95.05,1.24,53.64
11.38,98.64,1.38,58.56
12.41,96.46,1.32,54.11
13.45,101.52,1.46,53.17
14.45,90.44,2.65,76.06
15.45,97.20,2.12,64.10
16.45,93.75,3.03,55.43
17.45,95.80,3.92,58.68
18.45,96.19,2.69,55.41
19.45,91.83,1.82,60.68
20.45,89.79,1.52,62.70
21.45,87.95,1.88,61.33
22.46,94.42,2.91,80.80
23.42,95.12,1.23,64.71
24.42,90.37,2.70,52.80
25.43,93.94,2.68,63.89
26.43,96.17,1.57,65.02
27.43,97.12,1.58,59.99
28.46,96.37,1.22,60.28
29.46,96.36,0.96,61.25
30.50,94.32,1.27,69.34
31.50,92.07,1.39,71.59
32.53,93.37,1.10,67.42
33.53,93.91,1.72,61.20
