Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,93.24,1.77,49.79
5.33,109.13,1.59,57.92
6.33,101.55,1.71,46.81
7.40,96.63,2.73,60.70
8.43,110.60,1.84,54.27
9.47,108.20,1.32,50.38
10.50,96.39,1.24,53.64
11.57,98.30,1.38,58.56
12.60,90.80,1.32,54.11
13.63,94.07,1.46,53.17
14.63,97.34,2.65,76.06
15.63,105.69,2.12,64.10
16.67,104.53,3.03,55.43
17.67,103.10,3.92,58.68
18.70,97.07,2.69,55.41
19.73,91.65,1.82,60.68
20.73,94.30,1.52,62.70
21.73,91.54,1.88,61.33
22.80,92.93,2.91,80.80
23.83,94.74,1.23,64.71
24.87,96.07,2.70,52.80
25.90,98.21,2.68,63.89
26.97,98.95,1.57,65.02
28.00,98.00,1.58,59.99
29.03,95.09,1.22,60.28
30.03,91.22,0.96,61.25
31.03,92.69,1.27,69.34
32.07,94.99,1.39,71.59
33.10,91.72,1.10,67.42
34.10,92.32,1.72,61.20
35.10,94.66,1.74,60.96
36.10,97.81,1.23,60.44
37.10,96.58,1.91,64.29
38.10,97.55,2.61,50.79
39.13,97.55,1.01,46.16
40.13,96.21,1.32,49.36
41.13,95.08,1.35,54.53
