Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.60,120.00,1.77,49.79
6.57,114.82,1.59,57.92
7.53,107.78,1.71,46.81
8.53,88.39,2.73,60.70
9.50,102.70,1.84,54.27
10.47,100.00,1.32,50.38
11.43,107.13,1.24,53.64
12.40,108.01,1.38,58.56
13.40,108.45,1.32,54.11
14.37,106.44,1.46,53.17
15.37,99.23,2.65,76.06
16.40,100.71,2.12,64.10
17.43,103.90,3.03,55.43
18.43,99.80,3.92,58.68
19.47,102.72,2.69,55.41
20.50,102.38,1.82,60.68
21.50,102.23,1.52,62.70
21.77,100.00,1.88,61.33
22.80,100.32,2.91,80.80
23.80,101.08,1.23,64.71
24.83,101.32,2.70,52.80
25.87,95.45,2.68,63.89
26.90,99.04,1.57,65.02
27.97,94.22,1.58,59.99
29.00,98.28,1.22,60.28
30.03,95.15,0.96,61.25
31.07,94.74,1.27,69.34
32.13,95.24,1.39,71.59
33.17,97.59,1.10,67.42
34.20,99.97,1.72,61.20
