Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,99.54,1.77,49.79
5.60,120.78,1.59,57.92
6.63,109.02,1.71,46.81
7.67,111.83,2.73,60.70
8.70,104.42,1.84,54.27
9.77,112.32,1.32,50.38
10.80,116.09,1.24,53.64
11.83,114.99,1.38,58.56
12.87,114.47,1.32,54.11
13.93,112.70,1.46,53.17
14.97,105.54,2.65,76.06
16.00,110.18,2.12,64.10
17.03,108.48,3.03,55.43
18.10,104.50,3.92,58.68
19.13,102.20,2.69,55.41
20.17,107.12,1.82,60.68
21.20,102.85,1.52,62.70
22.27,107.49,1.88,61.33
23.30,102.74,2.91,80.80
24.33,103.17,1.23,64.71
25.37,103.09,2.70,52.80
26.43,101.87,2.68,63.89
27.47,104.54,1.57,65.02
28.50,99.98,1.58,59.99
29.53,103.10,1.22,60.28
30.60,102.39,0.96,61.25
31.63,102.21,1.27,69.34
32.67,105.29,1.39,71.59
33.70,107.18,1.10,67.42
34.77,107.13,1.72,61.20
35.80,100.64,1.74,60.96
