Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,107.60,1.77,49.79
5.27,105.16,1.59,57.92
6.27,103.07,1.71,46.81
7.30,100.41,2.73,60.70
8.33,101.89,1.84,54.27
9.37,99.34,1.32,50.38
10.43,97.19,1.24,53.64
11.47,103.15,1.38,58.56
12.50,107.03,1.32,54.11
13.50,102.17,1.46,53.17
14.50,106.95,2.65,76.06
15.50,101.58,2.12,64.10
16.50,105.21,3.03,55.43
17.50,109.97,3.92,58.68
18.50,109.52,2.69,55.41
19.50,108.66,1.82,60.68
20.50,112.75,1.52,62.70
21.50,111.57,1.88,61.33
22.57,106.71,2.91,80.80
23.60,109.21,1.23,64.71
24.63,106.64,2.70,52.80
25.67,107.75,2.68,63.89
26.73,103.89,1.57,65.02
27.77,104.48,1.58,59.99
28.77,95.30,1.22,60.28
29.77,97.56,0.96,61.25
30.80,104.82,1.27,69.34
31.83,101.52,1.39,71.59
32.87,100.62,1.10,67.42
33.87,97.73,1.72,61.20
34.87,99.00,1.74,60.96
35.87,96.46,1.23,60.44
36.87,96.31,1.91,64.29
37.87,94.31,2.61,50.79
38.87,95.93,1.01,46.16
