Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,100.68,1.77,49.79
5.34,121.39,1.59,57.92
6.37,99.77,1.71,46.81
7.41,97.91,2.73,60.70
8.44,111.49,1.84,54.27
9.44,110.44,1.32,50.38
10.48,108.60,1.24,53.64
11.51,108.94,1.38,58.56
12.51,105.85,1.32,54.11
13.51,104.14,1.46,53.17
14.51,102.93,2.65,76.06
15.52,106.69,2.12,64.10
16.52,105.64,3.03,55.43
17.52,104.04,3.92,58.68
18.52,103.05,2.69,55.41
19.52,102.91,1.82,60.68
20.52,104.51,1.52,62.70
21.52,104.21,1.88,61.33
22.52,104.40,2.91,80.80
23.56,100.50,1.23,64.71
24.59,103.42,2.70,52.80
25.63,98.41,2.68,63.89
26.66,98.32,1.57,65.02
27.66,100.11,1.58,59.99
28.66,104.40,1.22,60.28
29.66,101.76,0.96,61.25
30.66,100.00,1.27,69.34
31.66,101.63,1.39,71.59
