Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,102.75,1.77,49.79
5.37,90.05,1.59,57.92
6.44,89.97,1.71,46.81
7.47,102.23,2.73,60.70
8.51,110.02,1.84,54.27
9.54,101.24,1.32,50.38
10.54,98.47,1.24,53.64
11.58,99.18,1.38,58.56
12.61,101.37,1.32,54.11
13.65,95.89,1.46,53.17
14.65,104.12,2.65,76.06
15.65,96.68,2.12,64.10
16.65,100.76,3.03,55.43
17.68,96.10,3.92,58.68
18.69,95.53,2.69,55.41
19.72,101.16,1.82,60.68
20.79,96.74,1.52,62.70
21.82,96.96,1.88,61.33
22.86,102.30,2.91,80.80
23.86,96.62,1.23,64.71
24.89,98.17,2.70,52.80
25.96,96.61,2.68,63.89
26.99,97.80,1.57,65.02
27.99,98.26,1.58,59.99
29.00,99.66,1.22,60.28
29.96,97.72,0.96,61.25
31.00,96.77,1.27,69.34
32.03,99.36,1.39,71.59
33.07,97.52,1.10,67.42
34.03,99.81,1.72,61.20
35.04,98.82,1.74,60.96
36.07,99.23,1.23,60.44
37.07,102.72,1.91,64.29
38.04,102.17,2.61,50.79
39.07,100.36,1.01,46.16
40.07,100.42,1.32,49.36
41.11,101.25,1.35,54.53
42.11,101.97,1.62,46.03
