Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,97.82,1.77,49.79
5.27,115.85,1.59,57.92
6.27,112.64,1.71,46.81
7.27,114.17,2.73,60.70
8.24,103.31,1.84,54.27
9.24,111.88,1.32,50.38
10.28,109.34,1.24,53.64
11.31,111.67,1.38,58.56
12.38,107.68,1.32,54.11
13.41,105.39,1.46,53.17
14.35,104.88,2.65,76.06
15.35,108.71,2.12,64.10
16.35,103.53,3.03,55.43
17.38,113.86,3.92,58.68
18.42,110.56,2.69,55.41
19.45,108.89,1.82,60.68
20.49,109.39,1.52,62.70
21.52,107.68,1.88,61.33
22.59,101.66,2.91,80.80
23.59,105.17,1.23,64.71
24.62,104.85,2.70,52.80
25.66,103.54,2.68,63.89
26.69,105.09,1.57,65.02
27.76,104.78,1.58,59.99
28.80,103.22,1.22,60.28
29.83,101.90,0.96,61.25
30.86,101.66,1.27,69.34
31.90,104.50,1.39,71.59
32.93,104.52,1.10,67.42
33.97,107.43,1.72,61.20
34.97,105.41,1.74,60.96
36.00,104.65,1.23,60.44
37.00,105.91,1.91,64.29
