Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,99.49,1.77,49.79
5.47,87.47,1.59,57.92
6.51,77.70,1.71,46.81
7.54,80.82,2.73,60.70
8.61,93.07,1.84,54.27
9.64,95.15,1.32,50.38
10.68,93.22,1.24,53.64
11.71,99.26,1.38,58.56
12.78,100.78,1.32,54.11
13.81,92.22,1.46,53.17
14.85,99.17,2.65,76.06
15.88,96.54,2.12,64.10
16.95,93.56,3.03,55.43
17.98,97.01,3.92,58.68
19.02,98.73,2.69,55.41
20.05,107.44,1.82,60.68
21.12,106.73,1.52,62.70
22.16,108.56,1.88,61.33
23.19,99.90,2.91,80.80
24.22,95.20,1.23,64.71
25.29,93.50,2.70,52.80
26.33,99.52,2.68,63.89
27.36,95.96,1.57,65.02
28.40,97.95,1.58,59.99
29.46,98.87,1.22,60.28
30.50,102.52,0.96,61.25
