Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,107.83,1.77,49.79
5.51,94.25,1.59,57.92
6.54,101.75,1.71,46.81
7.57,105.53,2.73,60.70
8.61,109.99,1.84,54.27
9.68,108.08,1.32,50.38
10.71,109.21,1.24,53.64
11.75,114.72,1.38,58.56
12.78,101.44,1.32,54.11
13.85,103.03,1.46,53.17
14.88,93.62,2.65,76.06
15.92,102.86,2.12,64.10
16.95,106.47,3.03,55.43
18.02,110.06,3.92,58.68
19.05,105.36,2.69,55.41
20.09,110.88,1.82,60.68
21.12,107.18,1.52,62.70
22.19,101.91,1.88,61.33
23.22,104.62,2.91,80.80
24.26,103.28,1.23,64.71
25.29,99.57,2.70,52.80
26.36,101.36,2.68,63.89
27.39,103.64,1.57,65.02
28.43,105.95,1.58,59.99
29.46,100.84,1.22,60.28
30.53,98.00,0.96,61.25
31.56,101.51,1.27,69.34
32.60,103.26,1.39,71.59
33.63,102.97,1.10,67.42
34.70,101.60,1.72,61.20
35.74,103.82,1.74,60.96
36.77,101.50,1.23,60.44
37.80,98.99,1.91,64.29
38.87,101.14,2.61,50.79
39.91,103.64,1.01,46.16
40.94,106.42,1.32,49.36
