Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,105.20,1.77,49.79
4.77,112.39,1.59,57.92
5.81,116.68,1.71,46.81
6.84,110.23,2.73,60.70
7.91,106.46,1.84,54.27
8.94,104.63,1.32,50.38
9.98,102.12,1.24,53.64
11.01,99.90,1.38,58.56
12.08,95.44,1.32,54.11
13.11,103.68,1.46,53.17
14.15,95.89,2.65,76.06
15.18,98.04,2.12,64.10
16.25,105.56,3.03,55.43
17.28,99.99,3.92,58.68
18.32,101.66,2.69,55.41
19.35,103.42,1.82,60.68
20.42,98.23,1.52,62.70
21.45,101.93,1.88,61.33
22.49,100.38,2.91,80.80
23.52,101.85,1.23,64.71
24.59,101.95,2.70,52.80
25.63,102.21,2.68,63.89
26.66,102.12,1.57,65.02
27.69,99.27,1.58,59.99
28.76,98.07,1.22,60.28
29.80,97.04,0.96,61.25
