Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,108.15,1.77,49.79
5.13,102.13,1.59,57.92
6.13,117.73,1.71,46.81
7.17,123.61,2.73,60.70
8.20,117.93,1.84,54.27
9.20,114.30,1.32,50.38
10.23,120.29,1.24,53.64
11.27,111.71,1.38,58.56
12.30,109.32,1.32,54.11
13.33,109.37,1.46,53.17
14.40,108.14,2.65,76.06
15.43,108.81,2.12,64.10
16.47,108.84,3.03,55.43
17.50,111.45,3.92,58.68
18.57,108.18,2.69,55.41
19.60,104.56,1.82,60.68
20.60,110.60,1.52,62.70
21.63,107.84,1.88,61.33
22.67,110.46,2.91,80.80
23.70,106.92,1.23,64.71
24.53,104.36,2.70,52.80
25.53,108.94,2.68,63.89
26.53,110.70,1.57,65.02
27.57,105.63,1.58,59.99
28.60,111.34,1.22,60.28
29.63,109.97,0.96,61.25
30.63,107.93,1.27,69.34
31.67,102.33,1.39,71.59
32.70,103.53,1.10,67.42
33.70,102.68,1.72,61.20
34.77,108.21,1.74,60.96
35.80,108.30,1.23,60.44
