Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,104.84,1.77,49.79
5.54,100.60,1.59,57.92
6.51,99.69,1.71,46.81
7.51,101.48,2.73,60.70
8.58,102.45,1.84,54.27
9.61,113.93,1.32,50.38
10.64,110.13,1.24,53.64
11.68,103.12,1.38,58.56
12.75,99.29,1.32,54.11
13.78,98.18,1.46,53.17
14.81,98.89,2.65,76.06
15.85,103.31,2.12,64.10
16.92,109.70,3.03,55.43
17.95,109.89,3.92,58.68
18.99,103.02,2.69,55.41
20.02,100.87,1.82,60.68
21.09,98.50,1.52,62.70
22.09,94.95,1.88,61.33
23.12,97.71,2.91,80.80
24.16,95.55,1.23,64.71
25.19,104.47,2.70,52.80
26.26,101.24,2.68,63.89
27.29,94.62,1.57,65.02
28.33,99.87,1.58,59.99
29.36,95.58,1.22,60.28
30.43,96.91,0.96,61.25
31.46,97.88,1.27,69.34
32.50,96.77,1.39,71.59
33.53,95.99,1.10,67.42
