Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,100.21,1.77,49.79
5.13,96.77,1.59,57.92
6.17,101.33,1.71,46.81
7.17,98.93,2.73,60.70
8.23,91.56,1.84,54.27
9.20,94.94,1.32,50.38
10.27,98.30,1.24,53.64
11.30,98.46,1.38,58.56
12.33,103.55,1.32,54.11
13.37,100.45,1.46,53.17
14.43,98.46,2.65,76.06
15.47,97.99,2.12,64.10
16.50,103.12,3.03,55.43
17.50,100.28,3.92,58.68
18.50,98.09,2.69,55.41
19.50,98.72,1.82,60.68
20.50,97.40,1.52,62.70
21.50,94.86,1.88,61.33
22.53,96.23,2.91,80.80
23.57,102.55,1.23,64.71
24.60,99.57,2.70,52.80
25.63,99.70,2.68,63.89
26.70,92.43,1.57,65.02
27.73,97.99,1.58,59.99
28.73,93.18,1.22,60.28
29.73,97.08,0.96,61.25
30.73,96.39,1.27,69.34
31.73,98.37,1.39,71.59
32.73,94.91,1.10,67.42
33.73,92.22,1.72,61.20
34.73,94.99,1.74,60.96
