Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.84,95.14,1.77,49.79
5.87,101.36,1.59,57.92
6.94,104.12,1.71,46.81
7.97,100.84,2.73,60.70
9.01,103.53,1.84,54.27
10.04,100.61,1.32,50.38
11.11,103.00,1.24,53.64
12.15,109.23,1.38,58.56
13.18,110.77,1.32,54.11
14.21,106.23,1.46,53.17
15.28,106.69,2.65,76.06
16.32,102.53,2.12,64.10
17.35,99.07,3.03,55.43
18.39,100.90,3.92,58.68
19.45,98.57,2.69,55.41
20.49,94.41,1.82,60.68
21.52,92.02,1.52,62.70
22.56,91.91,1.88,61.33
23.62,95.40,2.91,80.80
24.66,97.56,1.23,64.71
25.69,100.58,2.70,52.80
26.73,99.78,2.68,63.89
27.79,101.88,1.57,65.02
28.83,103.54,1.58,59.99
29.86,101.06,1.22,60.28
30.90,100.21,0.96,61.25
31.97,99.57,1.27,69.34
33.00,105.07,1.39,71.59
34.03,101.87,1.10,67.42
35.07,104.16,1.72,61.20
36.14,98.96,1.74,60.96
