Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.74,96.68,1.77,49.79
5.77,101.82,1.59,57.92
6.84,100.43,1.71,46.81
7.87,106.89,2.73,60.70
8.91,108.09,1.84,54.27
9.94,106.06,1.32,50.38
11.01,103.33,1.24,53.64
12.05,107.29,1.38,58.56
13.08,107.46,1.32,54.11
14.11,108.12,1.46,53.17
15.18,110.00,2.65,76.06
16.22,111.64,2.12,64.10
17.25,110.53,3.03,55.43
18.28,109.41,3.92,58.68
19.35,108.78,2.69,55.41
20.39,109.75,1.82,60.68
21.42,106.82,1.52,62.70
22.46,106.10,1.88,61.33
23.52,106.52,2.91,80.80
24.56,102.44,1.23,64.71
25.59,103.66,2.70,52.80
26.63,104.25,2.68,63.89
27.69,110.08,1.57,65.02
28.73,107.53,1.58,59.99
29.76,103.58,1.22,60.28
30.80,106.62,0.96,61.25
31.87,106.26,1.27,69.34
32.90,103.60,1.39,71.59
33.93,101.27,1.10,67.42
