Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,95.35,1.77,49.79
5.20,98.32,1.59,57.92
6.23,95.34,1.71,46.81
7.27,94.38,2.73,60.70
8.27,109.75,1.84,54.27
9.33,110.88,1.32,50.38
10.37,97.24,1.24,53.64
11.40,103.40,1.38,58.56
12.43,103.78,1.32,54.11
13.50,101.51,1.46,53.17
14.53,111.39,2.65,76.06
15.57,99.67,2.12,64.10
16.60,92.31,3.03,55.43
17.63,95.89,3.92,58.68
18.67,100.48,2.69,55.41
19.70,104.93,1.82,60.68
20.70,101.59,1.52,62.70
21.73,103.30,1.88,61.33
22.80,102.86,2.91,80.80
23.83,97.89,1.23,64.71
24.87,104.33,2.70,52.80
25.90,100.87,2.68,63.89
26.97,103.03,1.57,65.02
28.00,106.27,1.58,59.99
29.03,108.41,1.22,60.28
30.07,109.24,0.96,61.25
31.13,104.26,1.27,69.34
32.17,105.25,1.39,71.59
33.20,103.91,1.10,67.42
34.23,103.22,1.72,61.20
