Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.13,101.27,1.77,49.79
5.31,112.50,1.59,57.92
6.34,115.18,1.71,46.81
7.41,116.01,2.73,60.70
8.44,116.39,1.84,54.27
9.48,115.08,1.32,50.38
10.51,106.95,1.24,53.64
11.54,113.04,1.38,58.56
12.58,112.40,1.32,54.11
13.61,104.61,1.46,53.17
14.65,96.01,2.65,76.06
15.72,103.06,2.12,64.10
16.72,105.94,3.03,55.43
17.75,91.47,3.92,58.68
18.79,101.65,2.69,55.41
19.82,105.78,1.82,60.68
20.89,101.11,1.52,62.70
21.92,104.34,1.88,61.33
22.96,109.82,2.91,80.80
23.99,102.26,1.23,64.71
25.06,105.48,2.70,52.80
26.09,103.68,2.68,63.89
27.13,101.19,1.57,65.02
28.16,106.81,1.58,59.99
29.20,103.49,1.22,60.28
30.23,102.87,0.96,61.25
31.26,102.57,1.27,69.34
32.30,101.66,1.39,71.59
33.37,102.43,1.10,67.42
