Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,101.73,1.77,49.79
5.50,104.36,1.59,57.92
6.50,89.32,1.71,46.81
7.53,88.58,2.73,60.70
8.57,98.68,1.84,54.27
9.63,102.33,1.32,50.38
10.67,96.22,1.24,53.64
11.70,100.35,1.38,58.56
12.73,98.33,1.32,54.11
13.73,108.70,1.46,53.17
14.80,98.70,2.65,76.06
15.83,112.44,2.12,64.10
16.87,109.04,3.03,55.43
17.90,106.43,3.92,58.68
18.97,107.85,2.69,55.41
20.00,113.35,1.82,60.68
21.03,110.53,1.52,62.70
22.07,107.03,1.88,61.33
23.13,110.40,2.91,80.80
24.17,109.91,1.23,64.71
25.20,109.98,2.70,52.80
26.23,109.71,2.68,63.89
27.30,109.07,1.57,65.02
28.33,108.41,1.58,59.99
29.37,109.60,1.22,60.28
30.40,104.36,0.96,61.25
31.47,102.55,1.27,69.34
