Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,103.30,1.77,49.79
5.33,103.79,1.59,57.92
6.40,102.15,1.71,46.81
7.43,106.08,2.73,60.70
8.47,104.47,1.84,54.27
9.50,101.66,1.32,50.38
10.57,111.31,1.24,53.64
11.60,110.55,1.38,58.56
12.63,104.59,1.32,54.11
13.67,112.40,1.46,53.17
14.73,104.07,2.65,76.06
15.77,94.33,2.12,64.10
16.80,93.59,3.03,55.43
17.83,89.41,3.92,58.68
18.90,100.36,2.69,55.41
19.93,101.62,1.82,60.68
20.97,100.70,1.52,62.70
22.00,102.92,1.88,61.33
23.07,109.25,2.91,80.80
24.10,98.44,1.23,64.71
25.13,98.03,2.70,52.80
26.17,99.71,2.68,63.89
27.23,98.85,1.57,65.02
28.27,100.72,1.58,59.99
29.30,103.83,1.22,60.28
30.33,99.97,0.96,61.25
31.40,98.70,1.27,69.34
32.43,101.61,1.39,71.59
33.47,101.74,1.10,67.42
34.50,100.04,1.72,61.20
35.57,99.49,1.74,60.96
36.60,101.24,1.23,60.44
37.63,105.57,1.91,64.29
