Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.33,94.74,1.77,49.79
5.50,101.53,1.59,57.92
6.53,96.00,1.71,46.81
7.60,96.54,2.73,60.70
8.60,93.11,1.84,54.27
9.60,97.64,1.32,50.38
10.63,98.86,1.24,53.64
11.67,100.31,1.38,58.56
12.70,109.10,1.32,54.11
13.77,107.30,1.46,53.17
14.80,109.89,2.65,76.06
15.83,112.84,2.12,64.10
16.83,104.24,3.03,55.43
17.87,106.51,3.92,58.68
18.87,107.01,2.69,55.41
19.90,108.16,1.82,60.68
20.93,113.99,1.52,62.70
21.97,112.21,1.88,61.33
23.00,104.44,2.91,80.80
24.03,101.20,1.23,64.71
25.10,107.47,2.70,52.80
26.13,104.92,2.68,63.89
27.17,112.69,1.57,65.02
28.20,103.27,1.58,59.99
29.27,105.52,1.22,60.28
30.30,109.70,0.96,61.25
31.33,109.79,1.27,69.34
32.37,101.15,1.39,71.59
33.43,104.94,1.10,67.42
34.43,107.45,1.72,61.20
35.40,107.20,1.74,60.96
36.47,107.48,1.23,60.44
