Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.10,98.40,1.77,49.79
5.27,105.91,1.59,57.92
6.30,104.67,1.71,46.81
7.27,103.93,2.73,60.70
8.27,95.74,1.84,54.27
9.27,96.04,1.32,50.38
10.27,106.67,1.24,53.64
11.30,93.74,1.38,58.56
12.27,102.93,1.32,54.11
13.30,106.08,1.46,53.17
14.33,97.46,2.65,76.06
15.37,102.39,2.12,64.10
16.43,111.93,3.03,55.43
17.47,110.46,3.92,58.68
18.47,103.15,2.69,55.41
19.47,104.21,1.82,60.68
20.47,101.29,1.52,62.70
21.53,98.99,1.88,61.33
22.57,97.47,2.91,80.80
23.60,100.12,1.23,64.71
24.63,100.40,2.70,52.80
25.70,102.17,2.68,63.89
26.73,102.09,1.57,65.02
27.77,105.84,1.58,59.99
28.80,103.02,1.22,60.28
29.80,102.44,0.96,61.25
30.83,102.61,1.27,69.34
31.87,106.02,1.39,71.59
32.90,105.79,1.10,67.42
33.93,101.42,1.72,61.20
35.00,101.03,1.74,60.96
36.03,103.68,1.23,60.44
