Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,102.93,1.77,49.79
5.00,112.50,1.59,57.92
6.03,110.49,1.71,46.81
7.07,104.90,2.73,60.70
8.10,109.24,1.84,54.27
9.17,110.46,1.32,50.38
10.20,110.33,1.24,53.64
11.23,102.35,1.38,58.56
12.27,99.22,1.32,54.11
13.27,106.43,1.46,53.17
14.30,110.43,2.65,76.06
15.33,112.62,2.12,64.10
16.37,110.53,3.03,55.43
17.40,107.92,3.92,58.68
18.40,103.65,2.69,55.41
19.40,103.68,1.82,60.68
20.40,108.71,1.52,62.70
21.40,107.61,1.88,61.33
22.47,103.63,2.91,80.80
23.40,100.73,1.23,64.71
24.40,98.56,2.70,52.80
25.40,98.91,2.68,63.89
26.43,99.06,1.57,65.02
27.43,95.74,1.58,59.99
28.50,100.25,1.22,60.28
29.53,101.12,0.96,61.25
30.57,99.46,1.27,69.34
31.60,99.63,1.39,71.59
32.63,103.49,1.10,67.42
33.67,107.72,1.72,61.20
34.70,100.56,1.74,60.96
