Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.64,118.20,1.77,49.79
6.67,105.59,1.59,57.92
7.67,119.18,1.71,46.81
8.68,115.62,2.73,60.70
9.71,109.05,1.84,54.27
10.74,103.84,1.32,50.38
11.68,107.99,1.24,53.64
12.71,112.85,1.38,58.56
13.78,118.09,1.32,54.11
14.81,115.32,1.46,53.17
15.85,107.47,2.65,76.06
16.88,110.19,2.12,64.10
17.95,107.26,3.03,55.43
18.99,106.51,3.92,58.68
20.02,103.78,2.69,55.41
21.05,107.87,1.82,60.68
22.06,106.40,1.52,62.70
23.09,100.61,1.88,61.33
24.16,102.61,2.91,80.80
25.19,103.24,1.23,64.71
26.23,105.02,2.70,52.80
27.23,106.45,2.68,63.89
28.29,111.64,1.57,65.02
29.33,110.66,1.58,59.99
30.36,105.50,1.22,60.28
31.40,109.83,0.96,61.25
32.47,109.78,1.27,69.34
33.50,109.20,1.39,71.59
34.53,107.03,1.10,67.42
35.57,108.87,1.72,61.20
36.64,109.08,1.74,60.96
37.67,110.75,1.23,60.44
38.71,111.03,1.91,64.29
39.74,112.19,2.61,50.79
40.81,111.07,1.01,46.16
