Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.07,109.87,1.77,49.79
5.31,114.77,1.59,57.92
6.27,108.98,1.71,46.81
7.27,118.92,2.73,60.70
8.27,107.03,1.84,54.27
9.28,101.21,1.32,50.38
10.28,105.01,1.24,53.64
11.31,100.25,1.38,58.56
12.31,101.72,1.32,54.11
13.35,95.90,1.46,53.17
14.31,98.96,2.65,76.06
15.32,97.78,2.12,64.10
16.28,95.06,3.03,55.43
17.28,103.73,3.92,58.68
18.28,90.35,2.69,55.41
19.29,99.91,1.82,60.68
20.29,98.08,1.52,62.70
21.25,100.24,1.88,61.33
22.29,98.26,2.91,80.80
23.29,97.44,1.23,64.71
24.36,98.66,2.70,52.80
25.33,98.25,2.68,63.89
26.33,99.49,1.57,65.02
27.39,99.50,1.58,59.99
28.36,93.81,1.22,60.28
29.36,97.47,0.96,61.25
30.36,97.33,1.27,69.34
31.36,97.79,1.39,71.59
32.37,97.49,1.10,67.42
33.40,99.48,1.72,61.20
