Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.59,1.77,49.79
4.73,133.33,1.59,57.92
5.77,125.40,1.71,46.81
6.80,109.76,2.73,60.70
7.87,111.45,1.84,54.27
8.90,104.58,1.32,50.38
9.93,103.94,1.24,53.64
10.97,113.14,1.38,58.56
12.03,113.34,1.32,54.11
13.07,113.00,1.46,53.17
14.10,115.73,2.65,76.06
15.13,114.69,2.12,64.10
16.20,116.13,3.03,55.43
17.23,107.20,3.92,58.68
18.27,107.99,2.69,55.41
19.30,109.51,1.82,60.68
20.37,106.91,1.52,62.70
21.40,106.35,1.88,61.33
22.40,105.95,2.91,80.80
23.40,107.59,1.23,64.71
24.43,101.43,2.70,52.80
25.50,101.67,2.68,63.89
26.53,100.41,1.57,65.02
27.57,99.16,1.58,59.99
28.60,102.92,1.22,60.28
29.67,104.12,0.96,61.25
30.70,105.23,1.27,69.34
31.73,102.21,1.39,71.59
32.77,102.90,1.10,67.42
33.83,103.22,1.72,61.20
34.87,96.47,1.74,60.96
35.90,100.84,1.23,60.44
