Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.67,93.66,1.77,49.79
6.71,102.48,1.59,57.92
7.77,101.36,1.71,46.81
8.78,98.70,2.73,60.70
9.81,101.90,1.84,54.27
10.84,107.14,1.32,50.38
11.88,111.47,1.24,53.64
12.95,105.92,1.38,58.56
13.98,104.11,1.32,54.11
15.02,106.87,1.46,53.17
16.05,110.17,2.65,76.06
17.12,109.36,2.12,64.10
18.15,113.51,3.03,55.43
19.19,106.77,3.92,58.68
20.22,105.16,2.69,55.41
21.25,108.09,1.82,60.68
22.29,101.80,1.52,62.70
23.32,106.36,1.88,61.33
24.36,104.17,2.91,80.80
25.43,106.30,1.23,64.71
26.46,102.22,2.70,52.80
27.49,101.50,2.68,63.89
28.53,105.00,1.57,65.02
29.60,104.33,1.58,59.99
30.63,103.95,1.22,60.28
31.66,102.40,0.96,61.25
32.70,102.11,1.27,69.34
33.77,99.36,1.39,71.59
34.80,102.95,1.10,67.42
35.84,103.05,1.72,61.20
36.87,102.88,1.74,60.96
37.94,105.44,1.23,60.44
38.97,103.56,1.91,64.29
