Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,102.12,1.77,49.79
5.24,103.84,1.59,57.92
6.24,133.20,1.71,46.81
7.27,131.48,2.73,60.70
8.31,111.28,1.84,54.27
9.38,109.88,1.32,50.38
10.41,129.27,1.24,53.64
11.44,116.69,1.38,58.56
12.48,105.15,1.32,54.11
13.55,110.79,1.46,53.17
14.58,113.49,2.65,76.06
15.62,115.90,2.12,64.10
16.65,113.88,3.03,55.43
17.72,112.15,3.92,58.68
18.75,102.56,2.69,55.41
19.79,108.18,1.82,60.68
20.82,103.17,1.52,62.70
21.89,106.27,1.88,61.33
22.92,97.79,2.91,80.80
23.96,104.80,1.23,64.71
24.99,104.98,2.70,52.80
26.06,103.88,2.68,63.89
27.09,102.73,1.57,65.02
28.13,95.12,1.58,59.99
29.16,100.17,1.22,60.28
30.23,104.49,0.96,61.25
31.26,102.33,1.27,69.34
32.30,103.86,1.39,71.59
33.33,106.38,1.10,67.42
34.37,104.40,1.72,61.20
35.40,104.84,1.74,60.96
