Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,102.86,1.77,49.79
5.20,87.27,1.59,57.92
6.23,86.34,1.71,46.81
7.27,77.34,2.73,60.70
8.27,87.74,1.84,54.27
9.33,88.76,1.32,50.38
10.33,91.38,1.24,53.64
11.33,94.51,1.38,58.56
12.37,92.04,1.32,54.11
13.40,93.61,1.46,53.17
14.40,93.92,2.65,76.06
15.47,96.35,2.12,64.10
16.50,96.14,3.03,55.43
17.53,97.53,3.92,58.68
18.53,98.58,2.69,55.41
19.50,98.89,1.82,60.68
20.53,98.26,1.52,62.70
21.53,97.51,1.88,61.33
22.53,97.01,2.91,80.80
23.53,101.51,1.23,64.71
24.53,100.18,2.70,52.80
25.60,98.19,2.68,63.89
26.63,101.30,1.57,65.02
27.67,97.46,1.58,59.99
28.70,99.76,1.22,60.28
29.73,99.65,0.96,61.25
30.73,98.98,1.27,69.34
31.73,99.34,1.39,71.59
32.73,99.26,1.10,67.42
33.77,99.69,1.72,61.20
