Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.93,144.00,1.77,49.79
5.97,117.05,1.59,57.92
7.00,118.83,1.71,46.81
8.03,119.55,2.73,60.70
9.10,121.78,1.84,54.27
10.13,119.08,1.32,50.38
11.17,119.20,1.24,53.64
12.20,115.70,1.38,58.56
13.27,105.98,1.32,54.11
14.30,109.58,1.46,53.17
15.33,110.60,2.65,76.06
16.37,110.55,2.12,64.10
17.43,112.75,3.03,55.43
18.40,106.63,3.92,58.68
19.43,106.33,2.69,55.41
20.50,105.09,1.82,60.68
21.53,102.26,1.52,62.70
22.57,101.25,1.88,61.33
23.60,104.82,2.91,80.80
24.67,103.77,1.23,64.71
25.70,104.35,2.70,52.80
26.73,105.95,2.68,63.89
27.77,102.26,1.57,65.02
28.83,104.61,1.58,59.99
29.87,104.16,1.22,60.28
30.90,100.45,0.96,61.25
31.93,101.06,1.27,69.34
33.00,101.16,1.39,71.59
34.00,107.20,1.10,67.42
35.00,101.22,1.72,61.20
