Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,95.56,1.77,49.79
5.27,97.62,1.59,57.92
6.31,102.40,1.71,46.81
7.34,104.90,2.73,60.70
8.38,102.35,1.84,54.27
9.44,97.74,1.32,50.38
10.48,103.29,1.24,53.64
11.51,93.50,1.38,58.56
12.55,97.54,1.32,54.11
13.61,100.84,1.46,53.17
14.65,105.27,2.65,76.06
15.68,100.88,2.12,64.10
16.72,107.55,3.03,55.43
17.78,103.91,3.92,58.68
18.82,102.38,2.69,55.41
19.85,102.81,1.82,60.68
20.89,103.66,1.52,62.70
21.96,102.37,1.88,61.33
22.99,103.34,2.91,80.80
24.02,99.31,1.23,64.71
25.06,106.18,2.70,52.80
26.13,105.40,2.68,63.89
27.16,103.04,1.57,65.02
28.19,104.32,1.58,59.99
29.23,103.74,1.22,60.28
30.30,102.79,0.96,61.25
31.33,101.36,1.27,69.34
32.37,98.15,1.39,71.59
33.40,100.00,1.10,67.42
34.47,96.48,1.72,61.20
35.50,96.37,1.74,60.96
36.54,101.73,1.23,60.44
37.57,104.87,1.91,64.29
38.64,102.76,2.61,50.79
