Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,105.98,1.77,49.79
5.00,97.96,1.59,57.92
6.03,100.16,1.71,46.81
7.03,102.94,2.73,60.70
8.07,103.69,1.84,54.27
9.13,100.03,1.32,50.38
10.07,93.16,1.24,53.64
11.10,76.35,1.38,58.56
12.10,87.61,1.32,54.11
13.13,96.31,1.46,53.17
14.13,97.65,2.65,76.06
15.17,88.78,2.12,64.10
16.20,95.89,3.03,55.43
17.23,90.15,3.92,58.68
18.27,97.41,2.69,55.41
19.27,99.57,1.82,60.68
20.30,99.06,1.52,62.70
21.33,94.94,1.88,61.33
22.37,104.18,2.91,80.80
23.40,106.91,1.23,64.71
24.47,102.91,2.70,52.80
25.50,104.62,2.68,63.89
26.53,103.87,1.57,65.02
27.57,101.67,1.58,59.99
28.63,101.85,1.22,60.28
29.67,97.87,0.96,61.25
30.70,97.48,1.27,69.34
31.73,96.93,1.39,71.59
32.73,96.83,1.10,67.42
33.73,94.21,1.72,61.20
34.80,100.06,1.74,60.96
35.83,100.19,1.23,60.44
