Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.37,109.94,1.77,49.79
5.47,88.21,1.59,57.92
6.47,97.96,1.71,46.81
7.51,99.90,2.73,60.70
8.54,101.00,1.84,54.27
9.61,106.13,1.32,50.38
10.64,101.76,1.24,53.64
11.68,88.40,1.38,58.56
12.71,101.09,1.32,54.11
13.78,93.79,1.46,53.17
14.81,104.36,2.65,76.06
15.82,99.98,2.12,64.10
16.82,95.05,3.03,55.43
17.82,99.09,3.92,58.68
18.82,101.40,2.69,55.41
19.82,100.26,1.82,60.68
20.85,100.07,1.52,62.70
21.86,99.28,1.88,61.33
22.89,97.83,2.91,80.80
23.92,95.17,1.23,64.71
24.96,98.50,2.70,52.80
26.03,98.41,2.68,63.89
27.06,99.85,1.57,65.02
28.09,99.05,1.58,59.99
29.13,101.45,1.22,60.28
30.20,100.59,0.96,61.25
31.23,101.15,1.27,69.34
32.27,106.30,1.39,71.59
33.30,105.01,1.10,67.42
34.37,102.31,1.72,61.20
35.40,103.17,1.74,60.96
36.44,103.94,1.23,60.44
37.47,102.38,1.91,64.29
