Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.13,89.63,1.77,49.79
5.30,99.82,1.59,57.92
6.30,105.97,1.71,46.81
7.30,109.72,2.73,60.70
8.30,112.19,1.84,54.27
9.33,104.93,1.32,50.38
10.37,101.86,1.24,53.64
11.37,108.36,1.38,58.56
12.40,106.08,1.32,54.11
13.40,105.21,1.46,53.17
14.40,106.94,2.65,76.06
15.43,103.87,2.12,64.10
16.47,103.10,3.03,55.43
17.47,98.01,3.92,58.68
18.47,101.54,2.69,55.41
19.47,106.04,1.82,60.68
20.47,107.10,1.52,62.70
21.50,104.35,1.88,61.33
22.57,99.45,2.91,80.80
23.57,101.85,1.23,64.71
24.60,100.29,2.70,52.80
25.60,104.45,2.68,63.89
26.63,105.96,1.57,65.02
27.70,101.77,1.58,59.99
28.70,103.56,1.22,60.28
29.73,102.04,0.96,61.25
30.73,102.48,1.27,69.34
