Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,106.30,1.77,49.79
5.10,82.76,1.59,57.92
6.13,74.86,1.71,46.81
7.17,99.41,2.73,60.70
8.23,91.95,1.84,54.27
9.27,101.56,1.32,50.38
10.30,101.45,1.24,53.64
11.33,98.04,1.38,58.56
12.40,87.64,1.32,54.11
13.43,99.58,1.46,53.17
14.47,97.90,2.65,76.06
15.50,94.74,2.12,64.10
16.57,99.15,3.03,55.43
17.60,106.39,3.92,58.68
18.63,98.52,2.69,55.41
19.67,100.03,1.82,60.68
20.73,98.12,1.52,62.70
21.77,101.16,1.88,61.33
22.80,99.08,2.91,80.80
23.83,96.91,1.23,64.71
24.83,95.39,2.70,52.80
25.90,97.57,2.68,63.89
26.93,100.28,1.57,65.02
27.97,100.50,1.58,59.99
28.97,101.82,1.22,60.28
29.97,103.56,0.96,61.25
31.00,94.17,1.27,69.34
32.03,98.42,1.39,71.59
33.10,100.52,1.10,67.42
34.13,103.14,1.72,61.20
35.17,100.67,1.74,60.96
36.20,97.81,1.23,60.44
37.27,102.57,1.91,64.29
38.30,100.44,2.61,50.79
