Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.63,88.56,1.77,49.79
6.67,92.91,1.59,57.92
7.67,90.36,1.71,46.81
8.70,92.76,2.73,60.70
9.77,92.64,1.84,54.27
10.77,101.23,1.32,50.38
11.80,100.00,1.24,53.64
12.80,96.05,1.38,58.56
13.83,103.07,1.32,54.11
14.83,99.23,1.46,53.17
15.87,103.94,2.65,76.06
16.87,100.43,2.12,64.10
17.93,98.43,3.03,55.43
18.93,98.09,3.92,58.68
19.97,100.63,2.69,55.41
20.97,98.29,1.82,60.68
22.00,97.92,1.52,62.70
23.00,97.71,1.88,61.33
24.00,96.79,2.91,80.80
25.00,100.14,1.23,64.71
26.03,98.31,2.70,52.80
27.03,103.21,2.68,63.89
28.03,102.99,1.57,65.02
29.10,102.90,1.58,59.99
30.07,102.42,1.22,60.28
31.13,100.34,0.96,61.25
32.13,100.52,1.27,69.34
33.17,101.97,1.39,71.59
34.17,102.20,1.10,67.42
35.20,103.89,1.72,61.20
36.20,101.98,1.74,60.96
37.27,102.97,1.23,60.44
