Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,102.06,1.77,49.79
4.70,93.66,1.59,57.92
5.74,85.63,1.71,46.81
6.74,96.12,2.73,60.70
7.81,102.85,1.84,54.27
8.81,94.35,1.32,50.38
9.84,94.22,1.24,53.64
10.84,101.70,1.38,58.56
11.88,101.13,1.32,54.11
12.88,100.53,1.46,53.17
13.95,99.61,2.65,76.06
14.98,102.82,2.12,64.10
15.98,101.27,3.03,55.43
17.02,106.53,3.92,58.68
18.02,103.38,2.69,55.41
19.05,99.73,1.82,60.68
20.05,105.95,1.52,62.70
21.09,109.92,1.88,61.33
22.09,109.15,2.91,80.80
23.16,101.38,1.23,64.71
24.16,100.78,2.70,52.80
25.19,99.32,2.68,63.89
26.23,103.62,1.57,65.02
27.23,105.78,1.58,59.99
28.26,101.36,1.22,60.28
29.26,105.75,0.96,61.25
30.33,101.26,1.27,69.34
31.33,103.44,1.39,71.59
32.37,106.08,1.10,67.42
33.37,102.90,1.72,61.20
34.40,102.46,1.74,60.96
