Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.27,100.45,1.77,49.79
5.47,114.82,1.59,57.92
6.50,107.78,1.71,46.81
7.53,105.69,2.73,60.70
8.60,100.89,1.84,54.27
9.63,98.00,1.32,50.38
10.67,101.32,1.24,53.64
11.70,102.85,1.38,58.56
12.77,98.01,1.32,54.11
13.80,100.82,1.46,53.17
14.83,102.87,2.65,76.06
15.87,98.89,2.12,64.10
16.93,104.01,3.03,55.43
17.97,102.34,3.92,58.68
19.00,95.20,2.69,55.41
20.03,100.52,1.82,60.68
21.10,99.34,1.52,62.70
22.13,100.96,1.88,61.33
23.17,101.84,2.91,80.80
24.20,104.75,1.23,64.71
25.27,100.49,2.70,52.80
26.30,106.95,2.68,63.89
27.33,105.02,1.57,65.02
28.37,101.31,1.58,59.99
29.43,99.72,1.22,60.28
30.47,102.26,0.96,61.25
