Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.30,95.14,1.77,49.79
5.47,105.14,1.59,57.92
6.51,103.18,1.71,46.81
7.54,107.77,2.73,60.70
8.54,105.38,1.84,54.27
9.58,106.37,1.32,50.38
10.61,103.12,1.24,53.64
11.64,104.38,1.38,58.56
12.68,104.85,1.32,54.11
13.75,107.19,1.46,53.17
14.78,105.78,2.65,76.06
15.82,103.30,2.12,64.10
16.85,99.69,3.03,55.43
17.85,101.67,3.92,58.68
18.85,101.58,2.69,55.41
19.85,101.15,1.82,60.68
20.85,102.75,1.52,62.70
21.86,103.21,1.88,61.33
22.92,103.21,2.91,80.80
23.96,105.36,1.23,64.71
24.99,101.57,2.70,52.80
25.99,100.75,2.68,63.89
27.06,102.35,1.57,65.02
28.09,101.12,1.58,59.99
29.13,102.37,1.22,60.28
30.16,105.62,0.96,61.25
31.23,107.66,1.27,69.34
32.27,108.51,1.39,71.59
33.30,106.95,1.10,67.42
34.33,108.97,1.72,61.20
