Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.80,116.01,1.77,49.79
5.84,112.93,1.59,57.92
6.87,95.07,1.71,46.81
7.94,88.07,2.73,60.70
8.98,96.50,1.84,54.27
10.01,89.91,1.32,50.38
11.01,94.07,1.24,53.64
12.05,96.37,1.38,58.56
13.11,98.72,1.32,54.11
14.11,94.08,1.46,53.17
15.12,94.19,2.65,76.06
16.08,92.63,2.12,64.10
16.98,88.22,3.03,55.43
17.98,92.79,3.92,58.68
19.05,91.86,2.69,55.41
20.09,89.21,1.82,60.68
21.12,89.18,1.52,62.70
22.16,86.61,1.88,61.33
23.22,92.67,2.91,80.80
24.26,94.28,1.23,64.71
25.29,87.82,2.70,52.80
26.33,90.69,2.68,63.89
27.39,89.92,1.57,65.02
28.43,87.46,1.58,59.99
29.46,87.62,1.22,60.28
30.50,89.78,0.96,61.25
31.56,91.06,1.27,69.34
32.60,91.40,1.39,71.59
