Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.90,92.22,1.77,49.79
5.94,88.39,1.59,57.92
6.97,96.09,1.71,46.81
8.04,95.39,2.73,60.70
9.08,104.87,1.84,54.27
10.11,99.90,1.32,50.38
11.14,101.06,1.24,53.64
12.21,102.22,1.38,58.56
13.25,110.70,1.32,54.11
14.28,106.31,1.46,53.17
15.32,107.39,2.65,76.06
16.38,102.08,2.12,64.10
17.42,103.71,3.03,55.43
18.45,97.80,3.92,58.68
19.49,98.44,2.69,55.41
20.55,107.57,1.82,60.68
21.59,110.38,1.52,62.70
22.62,98.80,1.88,61.33
23.66,102.96,2.91,80.80
24.72,100.36,1.23,64.71
25.76,104.59,2.70,52.80
26.79,106.14,2.68,63.89
27.83,104.04,1.57,65.02
28.90,102.60,1.58,59.99
29.93,103.89,1.22,60.28
30.96,105.65,0.96,61.25
32.00,102.05,1.27,69.34
33.07,101.86,1.39,71.59
34.10,99.62,1.10,67.42
35.14,102.06,1.72,61.20
36.17,103.90,1.74,60.96
37.24,101.75,1.23,60.44
38.27,97.88,1.91,64.29
39.31,102.95,2.61,50.79
