Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.67,113.08,1.77,49.79
6.70,106.79,1.59,57.92
7.77,105.10,1.71,46.81
8.80,108.30,2.73,60.70
9.83,99.34,1.84,54.27
10.87,97.59,1.32,50.38
11.93,94.90,1.24,53.64
12.97,102.38,1.38,58.56
14.00,101.63,1.32,54.11
15.03,105.55,1.46,53.17
16.10,99.01,2.65,76.06
17.13,107.42,2.12,64.10
18.17,101.61,3.03,55.43
19.20,95.45,3.92,58.68
20.27,98.22,2.69,55.41
21.30,98.32,1.82,60.68
22.33,98.07,1.52,62.70
23.37,99.25,1.88,61.33
24.43,104.78,2.91,80.80
25.47,101.06,1.23,64.71
26.50,103.87,2.70,52.80
27.53,101.56,2.68,63.89
28.60,104.24,1.57,65.02
29.63,101.75,1.58,59.99
30.67,99.18,1.22,60.28
31.70,98.00,0.96,61.25
32.77,103.60,1.27,69.34
33.80,103.61,1.39,71.59
34.83,101.48,1.10,67.42
35.87,100.10,1.72,61.20
36.93,98.32,1.74,60.96
