Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,105.08,1.77,49.79
5.10,115.38,1.59,57.92
6.10,120.39,1.71,46.81
7.13,101.93,2.73,60.70
8.20,100.13,1.84,54.27
9.23,96.17,1.32,50.38
10.23,96.15,1.24,53.64
11.23,109.80,1.38,58.56
12.23,112.08,1.32,54.11
13.23,110.84,1.46,53.17
14.23,104.67,2.65,76.06
15.30,107.76,2.12,64.10
16.30,106.31,3.03,55.43
17.33,111.58,3.92,58.68
18.37,112.38,2.69,55.41
19.40,111.14,1.82,60.68
20.40,106.32,1.52,62.70
21.40,106.73,1.88,61.33
22.43,105.86,2.91,80.80
23.47,103.97,1.23,64.71
24.50,105.57,2.70,52.80
25.53,93.66,2.68,63.89
26.53,98.95,1.57,65.02
27.53,97.88,1.58,59.99
28.53,104.72,1.22,60.28
29.57,102.23,0.96,61.25
30.60,99.73,1.27,69.34
31.60,106.31,1.39,71.59
32.57,103.51,1.10,67.42
33.57,103.13,1.72,61.20
34.57,103.83,1.74,60.96
35.57,102.25,1.23,60.44
36.57,105.74,1.91,64.29
37.57,102.69,2.61,50.79
38.57,100.36,1.01,46.16
39.57,101.49,1.32,49.36
40.57,98.55,1.35,54.53
41.57,99.82,1.62,46.03
42.57,99.02,1.09,41.52
