Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.37,100.61,1.77,49.79
5.44,86.28,1.59,57.92
6.44,96.06,1.71,46.81
7.41,86.98,2.73,60.70
8.44,97.33,1.84,54.27
9.51,92.03,1.32,50.38
10.54,94.20,1.24,53.64
11.54,102.59,1.38,58.56
12.55,106.88,1.32,54.11
13.58,105.28,1.46,53.17
14.58,96.66,2.65,76.06
15.65,90.82,2.12,64.10
16.68,95.79,3.03,55.43
17.68,101.51,3.92,58.68
18.72,98.36,2.69,55.41
19.72,98.20,1.82,60.68
20.72,98.20,1.52,62.70
21.76,94.39,1.88,61.33
22.79,98.19,2.91,80.80
23.86,99.61,1.23,64.71
24.89,102.60,2.70,52.80
25.89,100.58,2.68,63.89
26.93,102.22,1.57,65.02
27.93,98.83,1.58,59.99
29.00,100.28,1.22,60.28
30.00,94.36,0.96,61.25
31.03,94.20,1.27,69.34
32.00,92.22,1.39,71.59
33.00,94.93,1.10,67.42
34.00,99.58,1.72,61.20
35.00,99.73,1.74,60.96
36.00,99.99,1.23,60.44
37.00,100.09,1.91,64.29
38.00,100.96,2.61,50.79
