Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.33,97.53,1.77,49.79
5.50,96.88,1.59,57.92
6.50,96.00,1.71,46.81
7.53,103.27,2.73,60.70
8.57,101.59,1.84,54.27
9.60,95.52,1.32,50.38
10.67,97.22,1.24,53.64
11.70,107.71,1.38,58.56
12.73,105.47,1.32,54.11
13.77,105.21,1.46,53.17
14.80,102.81,2.65,76.06
15.83,111.11,2.12,64.10
16.87,102.34,3.03,55.43
17.90,107.02,3.92,58.68
18.97,103.77,2.69,55.41
20.00,98.57,1.82,60.68
21.03,104.67,1.52,62.70
22.07,105.37,1.88,61.33
23.13,104.27,2.91,80.80
24.17,104.12,1.23,64.71
25.20,108.03,2.70,52.80
26.23,110.55,2.68,63.89
27.30,112.16,1.57,65.02
28.33,108.68,1.58,59.99
29.37,114.38,1.22,60.28
30.40,106.81,0.96,61.25
31.47,102.37,1.27,69.34
32.50,112.02,1.39,71.59
33.53,102.78,1.10,67.42
34.57,103.91,1.72,61.20
35.63,112.65,1.74,60.96
36.67,109.71,1.23,60.44
37.70,109.49,1.91,64.29
