Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,103.48,1.77,49.79
4.70,129.10,1.59,57.92
5.77,128.49,1.71,46.81
6.81,126.37,2.73,60.70
7.81,116.39,1.84,54.27
8.81,124.80,1.32,50.38
9.84,124.39,1.24,53.64
10.91,127.25,1.38,58.56
11.95,126.78,1.32,54.11
12.98,122.75,1.46,53.17
13.98,113.78,2.65,76.06
14.98,119.21,2.12,64.10
15.98,116.64,3.03,55.43
17.02,108.74,3.92,58.68
18.05,112.75,2.69,55.41
19.09,107.31,1.82,60.68
20.12,106.99,1.52,62.70
21.05,106.78,1.88,61.33
22.09,105.34,2.91,80.80
23.12,105.80,1.23,64.71
24.16,108.52,2.70,52.80
25.19,110.20,2.68,63.89
26.26,112.76,1.57,65.02
27.29,110.25,1.58,59.99
28.33,109.12,1.22,60.28
29.36,106.06,0.96,61.25
30.43,109.48,1.27,69.34
31.46,108.62,1.39,71.59
32.50,107.80,1.10,67.42
33.53,102.58,1.72,61.20
34.60,103.48,1.74,60.96
35.64,107.41,1.23,60.44
36.67,108.16,1.91,64.29
37.70,108.09,2.61,50.79
38.77,110.01,1.01,46.16
