Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.03,99.57,1.77,49.79
5.24,115.27,1.59,57.92
6.27,117.03,1.71,46.81
7.31,128.44,2.73,60.70
8.38,119.52,1.84,54.27
9.41,118.36,1.32,50.38
10.44,110.93,1.24,53.64
11.48,96.96,1.38,58.56
12.55,115.75,1.32,54.11
13.58,111.41,1.46,53.17
14.61,116.81,2.65,76.06
15.62,116.82,2.12,64.10
16.68,113.91,3.03,55.43
17.72,119.63,3.92,58.68
18.75,121.71,2.69,55.41
19.79,118.96,1.82,60.68
20.85,117.62,1.52,62.70
21.89,117.31,1.88,61.33
22.92,115.28,2.91,80.80
23.96,116.37,1.23,64.71
25.03,119.36,2.70,52.80
26.06,120.55,2.68,63.89
27.09,118.48,1.57,65.02
28.13,118.53,1.58,59.99
29.20,118.43,1.22,60.28
30.23,116.03,0.96,61.25
31.26,116.02,1.27,69.34
32.27,114.05,1.39,71.59
33.30,112.74,1.10,67.42
34.33,110.53,1.72,61.20
35.40,111.13,1.74,60.96
