Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.70,97.96,1.77,49.79
5.70,103.45,1.59,57.92
6.77,93.68,1.71,46.81
7.73,105.15,2.73,60.70
8.80,104.89,1.84,54.27
9.77,107.18,1.32,50.38
10.77,105.30,1.24,53.64
11.80,109.12,1.38,58.56
12.80,106.44,1.32,54.11
13.87,101.01,1.46,53.17
14.90,98.87,2.65,76.06
15.93,98.66,2.12,64.10
16.93,98.67,3.03,55.43
17.93,101.68,3.92,58.68
18.97,98.06,2.69,55.41
19.90,101.48,1.82,60.68
20.97,99.86,1.52,62.70
22.00,104.00,1.88,61.33
22.93,101.53,2.91,80.80
23.97,99.32,1.23,64.71
24.97,100.01,2.70,52.80
26.00,104.12,2.68,63.89
27.00,107.49,1.57,65.02
28.00,107.28,1.58,59.99
29.00,106.93,1.22,60.28
