Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
5.10,98.36,1.77,49.79
6.13,91.43,1.59,57.92
7.17,96.56,1.71,46.81
8.23,101.71,2.73,60.70
9.27,105.95,1.84,54.27
10.30,109.32,1.32,50.38
11.33,107.36,1.24,53.64
12.40,109.76,1.38,58.56
13.43,101.62,1.32,54.11
14.47,108.46,1.46,53.17
15.50,111.44,2.65,76.06
16.57,103.57,2.12,64.10
17.60,107.72,3.03,55.43
18.63,106.36,3.92,58.68
19.67,106.71,2.69,55.41
20.73,105.78,1.82,60.68
21.77,109.45,1.52,62.70
22.80,110.98,1.88,61.33
23.83,111.19,2.91,80.80
24.90,111.76,1.23,64.71
25.93,105.57,2.70,52.80
26.97,104.27,2.68,63.89
28.00,105.18,1.57,65.02
29.07,105.16,1.58,59.99
30.10,104.54,1.22,60.28
31.13,103.94,0.96,61.25
32.17,104.97,1.27,69.34
33.23,104.56,1.39,71.59
34.27,105.03,1.10,67.42
