Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,108.11,1.77,49.79
5.17,107.04,1.59,57.92
6.17,110.13,1.71,46.81
7.21,122.62,2.73,60.70
8.21,98.00,1.84,54.27
9.24,98.14,1.32,50.38
10.31,93.68,1.24,53.64
11.34,103.37,1.38,58.56
12.38,99.87,1.32,54.11
13.41,105.97,1.46,53.17
14.48,98.03,2.65,76.06
15.52,96.76,2.12,64.10
16.55,103.23,3.03,55.43
17.58,96.83,3.92,58.68
18.65,104.20,2.69,55.41
19.69,100.85,1.82,60.68
20.72,100.25,1.52,62.70
21.76,103.91,1.88,61.33
22.82,101.51,2.91,80.80
23.86,107.65,1.23,64.71
24.89,111.86,2.70,52.80
25.93,106.91,2.68,63.89
26.99,105.06,1.57,65.02
28.03,106.80,1.58,59.99
29.06,105.32,1.22,60.28
30.10,100.62,0.96,61.25
31.16,102.19,1.27,69.34
32.20,105.18,1.39,71.59
