Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.20,107.19,1.77,49.79
5.41,120.63,1.59,57.92
6.44,120.87,1.71,46.81
7.51,116.15,2.73,60.70
8.54,111.85,1.84,54.27
9.58,113.27,1.32,50.38
10.61,116.98,1.24,53.64
11.68,106.63,1.38,58.56
12.71,112.81,1.32,54.11
13.75,114.57,1.46,53.17
14.78,112.65,2.65,76.06
15.85,115.32,2.12,64.10
16.88,111.07,3.03,55.43
17.92,110.70,3.92,58.68
18.95,113.37,2.69,55.41
19.95,112.29,1.82,60.68
20.95,111.38,1.52,62.70
21.96,110.72,1.88,61.33
23.02,110.18,2.91,80.80
24.06,111.52,1.23,64.71
25.09,108.83,2.70,52.80
26.13,109.86,2.68,63.89
27.19,109.83,1.57,65.02
28.23,109.52,1.58,59.99
29.26,105.72,1.22,60.28
30.30,109.74,0.96,61.25
31.36,104.88,1.27,69.34
32.40,106.06,1.39,71.59
33.43,105.17,1.10,67.42
34.27,105.81,1.72,61.20
34.93,105.10,1.74,60.96
35.87,106.58,1.23,60.44
36.90,104.92,1.91,64.29
37.94,104.16,2.61,50.79
