Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.17,100.00,1.77,49.79
5.33,85.15,1.59,57.92
6.40,96.21,1.71,46.81
7.43,94.19,2.73,60.70
8.47,93.21,1.84,54.27
9.50,94.62,1.32,50.38
10.57,93.18,1.24,53.64
11.60,89.04,1.38,58.56
12.63,94.16,1.32,54.11
13.67,103.49,1.46,53.17
14.73,101.15,2.65,76.06
15.77,95.64,2.12,64.10
16.80,94.70,3.03,55.43
17.83,88.16,3.92,58.68
18.87,89.33,2.69,55.41
19.90,87.09,1.82,60.68
20.93,89.81,1.52,62.70
21.97,101.63,1.88,61.33
23.03,97.73,2.91,80.80
24.07,91.23,1.23,64.71
25.10,95.20,2.70,52.80
26.13,95.81,2.68,63.89
27.20,95.73,1.57,65.02
28.23,96.58,1.58,59.99
29.27,96.52,1.22,60.28
30.27,94.55,0.96,61.25
31.27,94.17,1.27,69.34
32.30,92.11,1.39,71.59
33.33,94.14,1.10,67.42
34.37,96.34,1.72,61.20
35.40,95.85,1.74,60.96
