Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,104.74,1.77,49.79
4.70,94.12,1.59,57.92
5.70,97.00,1.71,46.81
6.67,76.92,2.73,60.70
7.67,89.37,1.84,54.27
8.63,88.08,1.32,50.38
9.63,77.73,1.24,53.64
10.63,89.23,1.38,58.56
11.60,92.72,1.32,54.11
12.57,89.57,1.46,53.17
13.57,91.31,2.65,76.06
14.50,90.91,2.12,64.10
15.50,87.54,3.03,55.43
16.43,91.69,3.92,58.68
17.37,86.47,2.69,55.41
18.37,90.87,1.82,60.68
19.33,93.05,1.52,62.70
20.30,88.42,1.88,61.33
21.30,94.97,2.91,80.80
22.23,92.96,1.23,64.71
23.17,95.04,2.70,52.80
24.17,95.07,2.68,63.89
25.13,97.16,1.57,65.02
26.07,93.59,1.58,59.99
27.03,97.24,1.22,60.28
28.00,93.82,0.96,61.25
29.00,92.31,1.27,69.34
29.93,90.80,1.39,71.59
30.90,90.10,1.10,67.42
31.90,90.07,1.72,61.20
32.87,88.27,1.74,60.96
33.87,91.06,1.23,60.44
34.90,91.09,1.91,64.29
