Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.90,124.01,1.77,49.79
5.94,112.77,1.59,57.92
6.94,107.37,1.71,46.81
7.97,122.03,2.73,60.70
8.98,127.00,1.84,54.27
9.98,115.10,1.32,50.38
11.04,114.85,1.24,53.64
12.08,112.09,1.38,58.56
13.08,114.08,1.32,54.11
14.11,110.15,1.46,53.17
15.18,110.83,2.65,76.06
16.22,111.20,2.12,64.10
17.25,109.43,3.03,55.43
18.25,110.26,3.92,58.68
19.25,111.48,2.69,55.41
20.25,108.99,1.82,60.68
21.29,111.38,1.52,62.70
22.32,111.41,1.88,61.33
23.36,104.40,2.91,80.80
24.36,103.34,1.23,64.71
25.36,101.14,2.70,52.80
26.36,101.46,2.68,63.89
27.43,105.03,1.57,65.02
28.43,111.70,1.58,59.99
29.46,108.19,1.22,60.28
30.46,107.05,0.96,61.25
31.50,99.97,1.27,69.34
32.50,103.87,1.39,71.59
33.53,109.19,1.10,67.42
34.60,111.31,1.72,61.20
35.64,107.82,1.74,60.96
36.67,107.55,1.23,60.44
37.70,109.48,1.91,64.29
