Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.74,99.90,1.77,49.79
5.77,99.44,1.59,57.92
6.81,99.90,1.71,46.81
7.84,88.33,2.73,60.70
8.88,112.98,1.84,54.27
9.91,115.08,1.32,50.38
10.94,103.76,1.24,53.64
11.98,97.00,1.38,58.56
13.05,89.21,1.32,54.11
14.08,100.72,1.46,53.17
15.12,103.92,2.65,76.06
16.15,106.25,2.12,64.10
17.22,106.22,3.03,55.43
18.25,104.19,3.92,58.68
19.29,104.14,2.69,55.41
20.32,106.01,1.82,60.68
21.39,105.89,1.52,62.70
22.42,106.76,1.88,61.33
23.46,105.32,2.91,80.80
24.49,107.89,1.23,64.71
25.56,106.89,2.70,52.80
26.59,100.71,2.68,63.89
27.63,105.32,1.57,65.02
28.66,101.89,1.58,59.99
29.73,105.79,1.22,60.28
30.70,103.28,0.96,61.25
31.77,103.61,1.27,69.34
32.80,103.90,1.39,71.59
33.83,103.64,1.10,67.42
34.87,105.43,1.72,61.20
35.94,103.84,1.74,60.96
36.97,100.27,1.23,60.44
38.00,99.81,1.91,64.29
39.04,104.47,2.61,50.79
