Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
4.70,112.50,1.77,49.79
5.67,100.04,1.59,57.92
6.60,104.55,1.71,46.81
7.60,95.65,2.73,60.70
8.57,93.58,1.84,54.27
9.57,96.15,1.32,50.38
10.57,103.60,1.24,53.64
11.57,101.89,1.38,58.56
12.57,106.59,1.32,54.11
13.57,103.68,1.46,53.17
14.53,99.76,2.65,76.06
15.50,100.00,2.12,64.10
16.50,99.79,3.03,55.43
17.47,98.97,3.92,58.68
18.47,98.54,2.69,55.41
19.47,101.82,1.82,60.68
20.47,95.61,1.52,62.70
21.47,101.63,1.88,61.33
22.47,99.31,2.91,80.80
23.43,96.77,1.23,64.71
24.43,92.54,2.70,52.80
25.40,95.67,2.68,63.89
26.37,97.75,1.57,65.02
27.37,95.49,1.58,59.99
28.37,94.25,1.22,60.28
29.37,95.79,0.96,61.25
30.37,99.06,1.27,69.34
31.37,100.23,1.39,71.59
32.33,96.90,1.10,67.42
33.33,101.26,1.72,61.20
34.30,100.62,1.74,60.96
35.27,101.26,1.23,60.44
