Timestamp (s),Heart Rate (BPM),Face Movement (avg),Eye Movement (avg)
0.00,106.32,1.77,49.79
4.97,117.91,1.59,57.92
6.04,112.81,1.71,46.81
7.07,106.36,2.73,60.70
8.11,109.96,1.84,54.27
9.14,114.42,1.32,50.38
10.18,109.40,1.24,53.64
11.21,98.96,1.38,58.56
12.25,102.84,1.32,54.11
13.28,106.18,1.46,53.17
14.35,107.66,2.65,76.06
15.35,107.19,2.12,64.10
16.35,105.18,3.03,55.43
17.35,104.63,3.92,58.68
18.35,96.61,2.69,55.41
19.35,100.81,1.82,60.68
20.35,103.66,1.52,62.70
21.39,102.50,1.88,61.33
22.46,102.73,2.91,80.80
23.49,108.17,1.23,64.71
24.52,104.80,2.70,52.80
25.56,104.15,2.68,63.89
26.59,104.72,1.57,65.02
27.63,110.59,1.58,59.99
28.66,107.11,1.22,60.28
29.66,106.94,0.96,61.25
30.66,109.98,1.27,69.34
31.70,111.20,1.39,71.59
32.73,111.03,1.10,67.42
33.77,113.11,1.72,61.20
34.77,115.25,1.74,60.96
35.77,111.30,1.23,60.44
36.74,113.34,1.91,64.29
37.77,113.97,2.61,50.79
38.77,109.64,1.01,46.16
